age,workclass,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
60,private,4,divorced,machine-op-inspct,not-in-family,white,male,0,0,40,united-states,0
32,private,14,never-married,exec-managerial,not-in-family,white,female,0,0,40,united-states,0
19,state-gov,10,never-married,adm-clerical,own-child,white,female,0,0,15,united-states,0
49,unknown,9,married-civ-spouse,unknown,husband,white,male,0,0,60,united-states,0
31,private,7,never-married,adm-clerical,unmarried,white,female,0,0,48,united-states,0
29,private,9,separated,sales,unmarried,white,female,0,0,25,united-states,0
39,private,9,never-married,sales,unmarried,black,female,0,0,40,united-states,0
42,private,14,married-civ-spouse,sales,husband,white,male,15024,0,50,unknown,1
26,private,9,divorced,other-service,unmarried,white,female,0,0,35,united-states,0
27,private,11,never-married,exec-managerial,own-child,white,male,0,0,40,united-states,0
52,private,5,widowed,adm-clerical,unmarried,white,female,0,0,40,united-states,0
50,local-gov,10,divorced,other-service,unmarried,black,female,0,0,40,united-states,0
51,private,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,45,united-states,1
51,federal-gov,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,1
40,private,9,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,1
61,private,4,widowed,farming-fishing,not-in-family,black,male,0,0,40,united-states,0
35,private,9,divorced,craft-repair,unmarried,white,male,0,0,40,united-states,0
41,unknown,9,divorced,unknown,not-in-family,black,female,0,0,28,united-states,0
31,private,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,1
43,private,9,married-civ-spouse,craft-repair,husband,white,male,0,1902,40,united-states,1
20,private,9,never-married,handlers-cleaners,own-child,white,male,0,0,40,united-states,0
35,private,10,separated,craft-repair,not-in-family,white,male,0,0,40,united-states,0
30,private,10,married-civ-spouse,sales,husband,white,male,0,1672,45,united-states,0
42,self-emp-not-inc,15,married-civ-spouse,prof-specialty,husband,white,male,0,1887,40,united-states,1
51,private,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,1
39,self-emp-inc,14,divorced,exec-managerial,not-in-family,asian-pac-islander,male,0,0,99,japan,1
69,self-emp-not-inc,5,married-civ-spouse,farming-fishing,husband,white,male,0,0,25,united-states,0
63,unknown,5,married-civ-spouse,unknown,husband,white,male,5178,0,40,united-states,1
29,federal-gov,10,never-married,adm-clerical,unmarried,black,female,2174,0,40,united-states,0
21,private,10,never-married,sales,own-child,white,male,0,0,20,united-states,0
24,private,13,never-married,tech-support,not-in-family,white,male,0,0,55,united-states,0
55,private,9,married-civ-spouse,other-service,husband,black,male,0,0,40,united-states,0
42,self-emp-not-inc,9,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,0
48,private,7,married-civ-spouse,other-service,wife,white,female,0,0,40,united-states,0
31,private,13,never-married,tech-support,not-in-family,white,female,0,0,42,united-states,0
52,private,11,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,1
30,private,10,never-married,other-service,not-in-family,white,female,0,0,40,united-states,0
29,private,9,never-married,craft-repair,not-in-family,white,male,0,0,40,united-states,0
32,private,10,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,united-states,0
47,private,10,married-civ-spouse,prof-specialty,husband,white,male,7688,0,40,united-states,1
56,private,5,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,0
40,private,10,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,0
20,private,10,never-married,prof-specialty,own-child,white,female,0,0,10,united-states,0
36,private,10,separated,craft-repair,not-in-family,white,male,0,0,40,united-states,0
45,private,13,never-married,prof-specialty,not-in-family,white,male,0,0,40,united-states,0
38,private,5,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,0
60,state-gov,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,1
70,self-emp-not-inc,14,married-civ-spouse,exec-managerial,husband,black,male,0,0,40,united-states,0
21,private,10,never-married,other-service,own-child,white,female,0,0,30,united-states,0
57,private,9,widowed,adm-clerical,not-in-family,white,female,0,0,40,united-states,0
33,private,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,48,united-states,0
37,private,9,married-civ-spouse,craft-repair,husband,white,male,0,1902,50,united-states,0
50,self-emp-not-inc,15,married-civ-spouse,exec-managerial,husband,white,male,99999,0,50,united-states,1
68,private,10,married-civ-spouse,sales,husband,white,male,0,2377,55,united-states,1
28,private,7,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,mexico,0
32,private,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,0
30,private,15,divorced,prof-specialty,not-in-family,white,male,10520,0,50,united-states,1
18,private,7,never-married,handlers-cleaners,own-child,white,male,0,0,30,united-states,0
45,private,10,divorced,prof-specialty,unmarried,white,female,0,0,20,united-states,0
22,private,9,never-married,adm-clerical,unmarried,white,female,0,0,40,mexico,0
38,private,13,never-married,machine-op-inspct,not-in-family,white,female,0,0,8,united-states,0
37,private,11,divorced,prof-specialty,not-in-family,white,female,0,0,40,united-states,0
23,private,13,never-married,farming-fishing,not-in-family,white,male,0,0,40,united-states,0
59,private,4,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,0
48,self-emp-inc,15,married-civ-spouse,prof-specialty,husband,white,male,15024,0,40,united-states,1
53,self-emp-inc,10,married-civ-spouse,exec-managerial,husband,white,male,15024,0,50,united-states,1
18,private,9,never-married,adm-clerical,own-child,white,male,0,0,25,united-states,0
30,private,13,never-married,sales,not-in-family,white,female,0,0,40,mexico,0
50,private,10,married-civ-spouse,sales,husband,white,male,0,0,45,united-states,1
63,unknown,7,married-civ-spouse,unknown,husband,white,male,0,0,40,united-states,0
38,self-emp-not-inc,9,married-civ-spouse,craft-repair,husband,white,male,4064,0,40,united-states,0
48,private,5,divorced,sales,not-in-family,white,female,0,0,40,united-states,0
60,private,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,0
46,private,9,separated,handlers-cleaners,unmarried,white,female,0,0,50,peru,0
30,unknown,9,never-married,unknown,own-child,white,male,0,0,30,united-states,0
39,private,13,married-civ-spouse,sales,husband,white,male,0,0,60,united-states,1
55,local-gov,10,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,1
17,private,7,never-married,sales,own-child,white,male,0,0,15,united-states,0
46,private,13,married-civ-spouse,sales,husband,white,male,0,0,55,united-states,1
50,private,9,divorced,sales,unmarried,white,female,0,0,65,united-states,0
32,private,13,never-married,protective-serv,not-in-family,black,male,0,0,30,united-states,0
18,private,9,never-married,other-service,own-child,white,female,0,0,40,united-states,0
34,private,9,separated,other-service,not-in-family,black,male,0,0,40,united-states,0
50,private,13,divorced,prof-specialty,not-in-family,white,male,0,0,45,united-states,1
32,private,7,married-civ-spouse,exec-managerial,husband,white,male,0,0,55,united-states,0
23,local-gov,13,never-married,prof-specialty,not-in-family,black,female,0,0,40,united-states,0
26,private,13,never-married,prof-specialty,not-in-family,white,male,0,0,50,united-states,0
46,private,12,divorced,prof-specialty,not-in-family,white,female,0,0,50,united-states,0
43,self-emp-inc,10,married-civ-spouse,sales,husband,white,male,0,0,55,united-states,0
32,private,9,married-civ-spouse,transport-moving,husband,white,male,0,0,60,united-states,1
37,state-gov,12,divorced,prof-specialty,unmarried,white,female,0,0,38,united-states,0
48,private,10,married-civ-spouse,transport-moving,husband,white,male,0,0,45,united-states,1
28,private,13,never-married,adm-clerical,not-in-family,white,male,0,1408,40,united-states,0
43,private,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,0
51,local-gov,6,widowed,other-service,not-in-family,white,female,0,0,24,united-states,0
30,private,9,never-married,machine-op-inspct,not-in-family,white,male,0,0,50,dominican-republic,0
34,state-gov,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,50,united-states,1
34,private,9,married-civ-spouse,craft-repair,other-relative,amer-indian-eskimo,male,0,0,40,united-states,0
41,private,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,60,united-states,1
53,private,6,divorced,adm-clerical,unmarried,white,female,0,0,48,united-states,0
42,private,1,married-civ-spouse,craft-repair,husband,white,male,0,0,40,nicaragua,0
18,private,9,never-married,other-service,own-child,white,female,0,0,30,united-states,0
81,private,13,widowed,sales,not-in-family,white,male,0,0,50,united-states,1
40,private,11,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,0
26,private,13,never-married,tech-support,own-child,white,female,0,0,35,united-states,0
20,private,10,never-married,tech-support,own-child,white,female,0,0,15,united-states,0
41,private,9,never-married,sales,not-in-family,white,female,0,0,50,united-states,0
49,state-gov,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,45,united-states,1
22,private,10,never-married,other-service,not-in-family,white,female,0,0,20,united-states,0
46,private,13,divorced,prof-specialty,not-in-family,white,male,0,0,45,united-states,1
56,private,10,divorced,exec-managerial,not-in-family,white,female,0,1980,40,united-states,0
35,private,9,married-civ-spouse,exec-managerial,wife,white,female,0,0,40,united-states,1
34,private,13,separated,exec-managerial,not-in-family,white,female,0,0,35,united-states,0
29,local-gov,14,married-civ-spouse,prof-specialty,wife,white,female,0,0,40,united-states,1
28,private,8,married-civ-spouse,prof-specialty,husband,white,male,0,0,45,unknown,0
35,private,13,never-married,other-service,not-in-family,white,male,0,0,37,united-states,0
29,private,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,0
21,private,10,never-married,adm-clerical,not-in-family,white,female,0,0,30,columbia,0
52,self-emp-not-inc,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,95,united-states,1
45,private,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,0
43,private,9,married-civ-spouse,craft-repair,husband,black,male,0,0,40,united-states,0
35,unknown,9,married-civ-spouse,unknown,other-relative,white,female,0,0,25,united-states,0
21,unknown,10,never-married,unknown,own-child,white,male,0,0,20,united-states,0
35,private,6,never-married,other-service,own-child,white,male,0,0,40,united-states,0
30,private,9,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,0
45,private,9,never-married,machine-op-inspct,unmarried,white,female,0,0,40,canada,0
29,private,10,never-married,other-service,other-relative,white,female,0,0,20,united-states,0
29,state-gov,6,never-married,other-service,own-child,black,female,0,0,40,united-states,0
33,private,13,never-married,exec-managerial,not-in-family,white,female,0,0,40,united-states,0
17,private,6,never-married,other-service,own-child,black,male,0,0,15,united-states,0
52,private,9,divorced,sales,unmarried,white,female,0,0,25,united-states,0
24,private,10,separated,adm-clerical,unmarried,white,female,0,0,35,united-states,0
32,state-gov,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,1
40,private,13,never-married,exec-managerial,not-in-family,white,female,4650,0,48,united-states,0
32,private,9,separated,exec-managerial,not-in-family,white,male,0,0,40,unknown,0
33,private,13,never-married,sales,not-in-family,white,female,0,0,40,united-states,0
30,private,4,never-married,craft-repair,not-in-family,white,male,0,0,38,united-states,0
28,private,9,never-married,adm-clerical,not-in-family,white,male,0,0,40,united-states,0
62,without-pay,12,married-civ-spouse,farming-fishing,husband,white,male,0,0,50,united-states,0
46,local-gov,13,married-civ-spouse,protective-serv,husband,white,male,15024,0,40,united-states,1
32,private,11,never-married,tech-support,not-in-family,white,female,0,0,64,united-states,0
26,private,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,1
41,self-emp-inc,13,married-civ-spouse,prof-specialty,husband,white,male,15024,0,40,united-states,1
57,federal-gov,10,married-civ-spouse,adm-clerical,husband,white,male,0,0,40,united-states,1
52,private,10,married-civ-spouse,sales,husband,white,male,7298,0,45,united-states,1
35,self-emp-not-inc,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,1
19,private,9,never-married,handlers-cleaners,own-child,white,male,0,0,16,united-states,0
49,private,13,never-married,exec-managerial,not-in-family,white,male,0,0,45,united-states,1
47,private,11,married-civ-spouse,craft-repair,husband,white,male,0,0,60,unknown,1
38,private,7,married-civ-spouse,adm-clerical,wife,white,female,0,0,32,united-states,0
30,private,9,never-married,machine-op-inspct,own-child,white,male,0,0,40,united-states,0
32,private,7,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,40,columbia,0
32,private,9,married-civ-spouse,exec-managerial,wife,white,female,0,0,50,united-states,1
46,private,11,never-married,exec-managerial,own-child,white,female,0,0,40,united-states,0
22,private,9,never-married,farming-fishing,not-in-family,white,male,0,0,50,united-states,0
47,local-gov,10,married-civ-spouse,protective-serv,husband,white,male,0,0,50,united-states,0
57,self-emp-not-inc,10,married-civ-spouse,sales,wife,white,female,0,0,25,united-states,1
47,private,10,divorced,adm-clerical,unmarried,black,female,0,0,40,united-states,0
41,private,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,56,united-states,1
36,local-gov,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,0
32,private,13,married-civ-spouse,farming-fishing,husband,white,male,0,0,60,united-states,0
37,private,7,married-spouse-absent,other-service,other-relative,white,male,0,0,40,el-salvador,0
36,self-emp-inc,9,married-civ-spouse,farming-fishing,husband,white,male,0,0,45,united-states,0
64,private,9,married-civ-spouse,craft-repair,husband,white,male,2635,0,40,united-states,0
17,private,6,never-married,other-service,own-child,white,male,0,0,15,united-states,0
23,private,10,never-married,adm-clerical,own-child,white,female,0,0,15,united-states,0
40,private,10,divorced,adm-clerical,unmarried,white,female,914,0,40,united-states,0
42,state-gov,13,married-civ-spouse,exec-managerial,husband,white,male,15024,0,50,united-states,1
37,self-emp-not-inc,9,married-civ-spouse,other-service,husband,white,male,0,0,42,united-states,0
35,federal-gov,10,never-married,handlers-cleaners,unmarried,white,female,0,0,40,united-states,0
56,self-emp-not-inc,9,divorced,other-service,not-in-family,white,male,0,0,50,united-states,0
52,private,13,married-civ-spouse,craft-repair,husband,asian-pac-islander,male,0,0,40,united-states,0
37,local-gov,13,married-civ-spouse,tech-support,husband,white,male,0,0,45,united-states,1
48,state-gov,16,married-civ-spouse,prof-specialty,husband,white,male,0,0,65,united-states,1
24,private,9,divorced,other-service,own-child,white,female,0,0,40,japan,0
33,private,11,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,0
39,private,11,married-civ-spouse,tech-support,husband,asian-pac-islander,male,0,0,40,philippines,0
34,private,9,divorced,adm-clerical,not-in-family,black,male,0,0,42,united-states,0
24,unknown,13,divorced,unknown,not-in-family,white,female,0,0,40,united-states,0
23,private,10,never-married,exec-managerial,own-child,other,male,0,0,24,peru,0
49,private,9,married-civ-spouse,sales,husband,white,male,99999,0,65,united-states,1
18,private,9,never-married,other-service,not-in-family,white,male,0,0,25,united-states,0
20,private,8,never-married,machine-op-inspct,own-child,white,male,0,0,40,united-states,0
54,private,14,married-civ-spouse,sales,husband,white,male,0,0,55,united-states,1
19,private,10,never-married,adm-clerical,own-child,white,male,0,0,40,united-states,0
53,private,9,married-civ-spouse,craft-repair,husband,white,male,0,0,46,united-states,1
34,unknown,8,separated,unknown,unmarried,black,female,0,0,40,united-states,0
28,private,9,never-married,craft-repair,own-child,white,male,0,0,40,united-states,0
35,private,9,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,0
20,private,10,never-married,sales,not-in-family,white,female,0,0,20,united-states,0
31,private,10,divorced,adm-clerical,not-in-family,white,female,0,0,50,united-states,0
37,private,16,separated,prof-specialty,unmarried,white,female,0,0,40,united-states,0
64,private,8,married-civ-spouse,craft-repair,husband,white,male,0,0,40,columbia,0
42,private,10,married-civ-spouse,tech-support,husband,white,male,0,0,40,united-states,1
27,private,10,divorced,sales,not-in-family,white,male,0,0,50,united-states,0
36,self-emp-not-inc,10,never-married,other-service,unmarried,white,female,0,0,50,united-states,0
36,private,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,1
23,private,9,never-married,handlers-cleaners,own-child,black,male,0,0,40,united-states,0
46,private,9,married-civ-spouse,craft-repair,husband,white,male,3464,0,40,united-states,0
24,private,7,never-married,craft-repair,not-in-family,black,male,0,0,35,jamaica,0
22,private,9,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,0
62,private,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,1
19,private,9,never-married,other-service,own-child,white,male,0,0,40,puerto-rico,0
20,private,9,never-married,other-service,own-child,white,male,0,0,30,united-states,0
47,private,14,married-civ-spouse,exec-managerial,husband,asian-pac-islander,male,15024,0,40,unknown,1
57,private,9,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,0
19,private,9,never-married,machine-op-inspct,own-child,white,male,0,0,35,united-states,0
37,local-gov,14,married-civ-spouse,prof-specialty,wife,white,female,0,0,45,united-states,1
35,self-emp-inc,9,married-civ-spouse,sales,husband,white,male,0,0,65,united-states,1
17,private,8,never-married,sales,own-child,white,female,0,0,20,united-states,0
36,local-gov,10,divorced,adm-clerical,unmarried,white,female,0,0,35,united-states,0
50,private,10,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,1
35,private,9,married-civ-spouse,prof-specialty,wife,white,female,3942,0,35,united-states,0
27,state-gov,16,never-married,prof-specialty,not-in-family,white,male,0,0,77,united-states,0
28,private,9,married-civ-spouse,craft-repair,husband,white,male,0,1740,30,united-states,0
29,self-emp-not-inc,15,divorced,prof-specialty,not-in-family,white,male,99999,0,60,united-states,1
25,private,9,separated,craft-repair,not-in-family,black,male,0,0,40,united-states,0
47,self-emp-inc,12,widowed,exec-managerial,not-in-family,white,female,0,0,67,united-states,0
29,state-gov,14,married-civ-spouse,prof-specialty,wife,white,female,0,0,45,united-states,1
19,private,9,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,0
49,private,10,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,0
31,private,15,married-civ-spouse,prof-specialty,husband,white,male,0,0,25,united-states,1
43,federal-gov,12,married-civ-spouse,prof-specialty,wife,black,female,0,0,40,united-states,0
56,self-emp-not-inc,7,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,0
42,private,9,divorced,craft-repair,unmarried,white,female,0,0,40,united-states,0
45,federal-gov,10,married-civ-spouse,prof-specialty,husband,white,male,0,0,56,united-states,1
40,private,13,widowed,exec-managerial,unmarried,white,female,0,0,40,united-states,0
44,private,10,divorced,adm-clerical,unmarried,white,female,0,0,38,united-states,0
17,unknown,6,never-married,unknown,own-child,white,female,0,0,20,united-states,0
36,private,9,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,0
19,private,10,never-married,sales,own-child,white,female,0,0,20,united-states,0
53,local-gov,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,united-states,1
72,self-emp-not-inc,10,married-civ-spouse,craft-repair,husband,white,male,0,0,35,united-states,0
46,private,11,married-civ-spouse,transport-moving,husband,amer-indian-eskimo,male,0,0,60,united-states,0
33,private,10,separated,prof-specialty,unmarried,white,female,0,0,37,united-states,0
22,private,5,never-married,handlers-cleaners,own-child,asian-pac-islander,male,0,0,40,philippines,0
17,unknown,7,never-married,unknown,other-relative,white,female,0,0,25,united-states,0
41,private,9,married-civ-spouse,tech-support,husband,white,male,0,0,45,unknown,1
46,private,5,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,43,united-states,0
33,private,9,never-married,sales,own-child,white,female,0,0,20,united-states,0
32,private,1,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,mexico,0
52,self-emp-not-inc,9,divorced,craft-repair,not-in-family,white,male,0,0,40,united-states,0
27,private,9,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,0
48,state-gov,9,married-civ-spouse,protective-serv,husband,white,male,0,0,72,united-states,1
22,private,10,never-married,adm-clerical,not-in-family,white,female,0,0,35,united-states,0
25,private,9,divorced,other-service,not-in-family,white,male,0,0,50,united-states,0
60,unknown,9,married-civ-spouse,unknown,husband,white,male,0,0,42,united-states,0
38,private,11,married-civ-spouse,sales,husband,white,male,0,0,40,united-states,0
37,private,9,married-civ-spouse,transport-moving,husband,white,male,0,0,50,united-states,0
49,private,10,divorced,adm-clerical,unmarried,white,female,0,0,40,united-states,0
40,self-emp-not-inc,13,married-civ-spouse,craft-repair,husband,white,male,0,0,30,united-states,0
48,private,9,married-civ-spouse,machine-op-inspct,husband,white,male,3103,0,46,united-states,1
31,private,10,never-married,adm-clerical,unmarried,black,female,0,0,40,united-states,0
40,self-emp-not-inc,9,married-civ-spouse,other-service,husband,white,male,0,0,45,united-states,0
25,private,9,divorced,sales,unmarried,white,female,0,0,37,united-states,0
68,private,13,married-civ-spouse,exec-managerial,husband,white,male,20051,0,45,united-states,1
18,unknown,9,never-married,unknown,own-child,black,female,0,0,20,united-states,0
19,private,8,never-married,farming-fishing,own-child,white,female,0,0,30,united-states,0
35,self-emp-inc,9,never-married,transport-moving,not-in-family,white,male,0,0,60,united-states,0
28,private,9,divorced,adm-clerical,unmarried,white,female,0,0,50,united-states,0
53,private,9,divorced,sales,not-in-family,white,female,2597,0,40,united-states,0
33,private,10,married-civ-spouse,transport-moving,husband,white,male,0,0,41,united-states,0
20,private,9,never-married,handlers-cleaners,own-child,white,male,0,0,40,united-states,0
45,self-emp-not-inc,13,never-married,sales,not-in-family,white,female,0,0,35,united-states,0
36,private,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,50,united-states,1
34,private,10,married-civ-spouse,exec-managerial,husband,white,male,0,0,45,united-states,0
32,private,10,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,0
19,private,10,never-married,transport-moving,own-child,white,male,0,0,25,united-states,0
24,private,9,never-married,adm-clerical,own-child,white,female,0,0,40,united-states,0
34,private,10,married-civ-spouse,machine-op-inspct,husband,white,male,0,0,40,united-states,1
32,private,9,never-married,adm-clerical,other-relative,white,female,0,0,35,united-states,0
37,private,9,married-civ-spouse,craft-repair,husband,white,male,0,0,45,united-states,1
31,private,10,separated,sales,unmarried,white,female,0,0,40,mexico,0
21,private,10,never-married,other-service,own-child,white,female,0,0,35,united-states,0
47,private,9,married-civ-spouse,transport-moving,husband,white,male,0,0,85,united-states,1
23,private,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,0
33,private,14,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,1
60,unknown,13,married-civ-spouse,unknown,husband,asian-pac-islander,male,0,2163,25,south,0
17,private,9,never-married,adm-clerical,own-child,white,male,0,0,20,united-states,0
67,private,9,married-civ-spouse,handlers-cleaners,husband,white,male,0,0,24,united-states,0
57,private,14,married-civ-spouse,prof-specialty,husband,white,male,0,0,55,united-states,1
17,private,7,never-married,handlers-cleaners,own-child,white,male,0,0,20,peru,0
53,private,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,0
25,self-emp-not-inc,10,married-civ-spouse,craft-repair,husband,white,male,3103,0,50,united-states,1
24,state-gov,9,married-civ-spouse,transport-moving,husband,white,male,0,0,49,united-states,1
48,self-emp-not-inc,10,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,0
51,private,14,married-civ-spouse,exec-managerial,husband,white,male,0,1887,47,united-states,1
38,private,9,separated,protective-serv,not-in-family,black,male,0,0,40,united-states,0
51,private,9,married-civ-spouse,prof-specialty,husband,white,male,0,0,46,united-states,1
18,private,9,never-married,tech-support,own-child,white,female,0,0,10,united-states,0
23,private,10,separated,sales,unmarried,white,female,0,0,40,united-states,0
42,private,10,married-civ-spouse,craft-repair,husband,white,male,0,0,60,united-states,1
34,private,9,separated,other-service,not-in-family,white,female,0,0,35,unknown,0
39,private,9,never-married,machine-op-inspct,unmarried,white,male,0,0,40,united-states,0
20,unknown,9,never-married,unknown,own-child,white,male,0,0,12,united-states,0
39,private,10,never-married,other-service,unmarried,black,female,0,0,40,united-states,0
21,self-emp-not-inc,10,never-married,farming-fishing,own-child,white,male,0,0,40,united-states,0
26,private,4,never-married,craft-repair,not-in-family,white,male,0,0,40,mexico,0
54,federal-gov,10,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,0
34,private,10,divorced,sales,not-in-family,white,female,0,0,40,united-states,0
32,state-gov,9,never-married,transport-moving,own-child,white,male,0,0,40,united-states,0
59,self-emp-not-inc,4,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,0
24,unknown,7,married-civ-spouse,unknown,wife,other,female,0,0,24,united-states,0
54,private,13,widowed,sales,unmarried,white,female,0,0,40,united-states,0
54,private,13,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,0
67,private,9,widowed,sales,not-in-family,white,female,991,0,18,united-states,0
33,private,9,married-civ-spouse,prof-specialty,husband,white,male,0,0,60,united-states,0
37,private,9,married-civ-spouse,adm-clerical,wife,white,female,0,0,40,united-states,0
47,private,13,divorced,other-service,not-in-family,white,female,0,0,25,germany,0
51,private,9,divorced,other-service,not-in-family,white,female,0,0,40,united-states,0
45,private,9,married-civ-spouse,transport-moving,husband,white,male,0,0,40,united-states,0
19,private,9,never-married,other-service,not-in-family,white,female,0,0,30,united-states,0
58,self-emp-inc,16,married-civ-spouse,prof-specialty,husband,white,male,0,0,24,united-states,1
27,private,9,never-married,craft-repair,not-in-family,black,male,3325,0,40,united-states,0
36,private,10,never-married,other-service,not-in-family,white,female,0,1617,40,united-states,0
20,unknown,12,never-married,unknown,not-in-family,white,male,0,0,40,united-states,0
51,private,9,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,0
45,self-emp-not-inc,14,never-married,prof-specialty,not-in-family,white,female,0,0,60,united-states,0
32,private,9,divorced,adm-clerical,unmarried,white,male,3887,0,40,united-states,0
59,private,9,divorced,other-service,not-in-family,black,female,0,0,40,united-states,0
45,self-emp-not-inc,13,married-civ-spouse,prof-specialty,husband,white,male,0,0,40,united-states,1
43,unknown,9,married-civ-spouse,unknown,husband,white,male,0,0,40,united-states,0
54,private,6,divorced,prof-specialty,unmarried,white,male,14344,0,68,united-states,1
20,unknown,10,never-married,unknown,own-child,white,female,0,0,32,united-states,0
29,local-gov,13,never-married,prof-specialty,own-child,black,female,0,0,42,united-states,0
28,private,7,never-married,other-service,not-in-family,black,female,0,0,40,jamaica,0
18,self-emp-not-inc,7,never-married,sales,own-child,white,female,0,0,40,united-states,0
49,private,13,divorced,prof-specialty,not-in-family,white,female,0,0,50,united-states,0
46,private,9,divorced,craft-repair,not-in-family,white,male,0,0,30,united-states,0
58,unknown,9,married-civ-spouse,unknown,husband,black,male,0,0,30,united-states,0
56,private,13,never-married,prof-specialty,not-in-family,white,female,0,0,45,mexico,0
41,private,12,divorced,exec-managerial,unmarried,black,female,0,0,50,united-states,0
50,self-emp-inc,15,married-civ-spouse,prof-specialty,husband,white,male,0,2415,60,united-states,1
74,self-emp-not-inc,10,married-civ-spouse,prof-specialty,husband,white,male,0,1648,35,united-states,0
30,private,9,married-civ-spouse,exec-managerial,husband,white,male,0,0,40,united-states,0
62,private,9,widowed,craft-repair,unmarried,black,female,0,0,40,united-states,0
19,private,9,never-married,machine-op-inspct,own-child,white,female,0,0,40,united-states,0
29,private,9,married-civ-spouse,adm-clerical,wife,black,female,0,0,40,united-states,0
20,unknown,10,never-married,unknown,other-relative,black,female,0,0,40,united-states,0
36,private,4,married-civ-spouse,farming-fishing,husband,white,male,0,0,35,mexico,0
36,private,9,never-married,other-service,not-in-family,white,male,0,0,40,united-states,0
51,local-gov,12,married-civ-spouse,adm-clerical,wife,white,female,0,1628,30,united-states,0
37,self-emp-not-inc,10,married-civ-spouse,exec-managerial,husband,white,male,4386,0,50,united-states,1
29,self-emp-not-inc,9,married-civ-spouse,craft-repair,husband,white,male,0,0,40,united-states,0
17,private,6,never-married,handlers-cleaners,own-child,white,male,0,0,20,united-states,0
18,private,9,never-married,adm-clerical,own-child,white,female,0,0,20,united-states,0
40,self-emp-inc,13,never-married,prof-specialty,own-child,white,male,0,0,40,united-states,0
26,self-emp-inc,13,never-married,adm-clerical,not-in-family,white,female,0,0,40,united-states,0
